Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
Stanlee Muturi,@jr_muturi,"I am here again. Week 2 bila stima. Tunapiga simu hazishikwi. Ni uwongo tu mumejaza
How incompetent can you guys be. Your guys are asking for money so that they can connect us back yet it is your duty to make sure that if a transformer blows you fix it back. Style up
#RutoMustGo",Jul 20,1,1,1,,
GRACE GITONGA,@GRACEGI40501549,Ruiru murera Jabezu transformer needs replacement it's a week now in dark and what were getting is only promises . Can you kindly sort as out us soon as possible please.,Jul 20,,1,1,,
Tom Kidake,@tkidake,You take a transformer and just disappear without a trace...now it's been three weeks!,Jul 19,,,,,
Alice wanja,@Alicewanja,"@KenyaPower_Care  someone pliiz come to our aid.Its been a week since you took a faulty transformer,been without power ever since a/c no.14245631800...kindly restore power",Jul 19,,1,,,
Dancan Okari,@OkariDancan,@KenyaPower_Care carbacid feeder ex upland led by Titus is a total mess. An area like Magina near kago primary lost a transformer (2450) following kplcs maintainance. Its now almost 4 months without stable power in that area. Kindly help,Jul 19,,,1,,
PixelVans.,@vansleek5,What have you guys done in Zimmerman carwash. You can and blew the transformer?  and then what,Jul 19,,,1,,
Justin_Oy,@Justin_Oy_,"Hello, there is a power Problem in Difathas town, kirinyaga county. Next to the hospital, the transformer produced a loud sound and electricity went off since morning.

Please assist.",Jul 19,,,1,,
Teresa,@Teresamaina93,"@KenyaPower_Care Mains power off, reference no. 11569712  from 0230pm this afternoon,  the 2nd  transformer from Ng'undu primary school. Near Emmanuel church. Affecting a few consumers only. Kindly assist.",Jul 19,,,1,,
mzalendo,@Karoki3,"@KenyaPower_Care @KenyaPower , Your team took away a transformer in Ruiru, kimbo Prairie estate on Monday, its now Friday and no hope in sight. Please assist",Jul 19,,,,,
Christopher Mboya,@ChrisMboya,@KenyaPower_Care morning kplc how long does it take for you to replace a faulty transformer? It's been 2 weeks with electricity.,Jul 19,,,1,,
Wilfred,@Wilfred77652001,@KenyaPower_Care My area lost Transformer to vandalism and still waiting for another one how are we going to update our accounts thanks,Jul 19,,,1,,
Beatrice Anyango,@BeatriceAn4869,"@KenyaPower_Care The transformer in Ichinga Polytechnic in Ywaya village in Ugunja constituency broke down in February 2023, we have made numerous complaints at your offices in Ugunja, siaya and nairobi but they have fallen on deaf ears.",Jul 18,,,,,
Phylliskamwende,@phylliskamwende,"@KenyaPower_Care kibomet area in transnzoia county,our transformer busted, since sunday upto date we have no power,, we have been calling and calling customer care nothing seroius going on,kplc we need your response.",Jul 18,,,,,
Mr. Man,@The_Afreakan,"@KenyaPower_Care It's been over 2 months since your Migori Branch promised to replace the transformer that you guys took in Sori, Karungu Area. No lights for 2 months. What's up?",Jul 18,,,,,
Joshua Okello,@okellojosh49,How long do you take to replace a transformer?..,Jul 18,,,,,
Calvin Smawl,@calvin_smawl,"@KenyaPower_Care Hello. The residents of Ekona centre, Etago Sub County, Kisii County have been without electricity for two weeks now. The transformer exploded a fortnight ago. Due to this, resetting and updating the token metres has been a problem. Please act fast and help. Thnx",Jul 18,,,,,
PEDDY SHIZ,@ShizPeddy38357,Hello....LIKUYANI SUBCOUNTY...NZOIA WARD ON your way to LWANDA PRIMARY SCHOOL  has no power since the transformer was taken away months ago by your officials after iliungua...since then we have had no power....kindly come to our aid please,Jul 18,,,,,
Daudi Mbari,@mbari_daudi,At kware shopping center theta ward juja our transformer blasts on Sunday and upto now we are in the darkness,Jul 18,,,1,,
Eugene,@EugeneOG7,"We don't have power three months down the line. Transformer failure, should we demonstrate to Kisumu office to be heard?",Jul 18,,,,,
KeshyFaith,@KeshyFaith,"@KenyaPower_Care @KenyaPower watoto waendee transformer ndio wapate stima ya kusoma, while you ask for 100K bribes to do your job!!???? Is everything okay!!???",Jul 18,,1,,,
Nabongo Momia.,@OgutuMarvin,"Are you not aware that you took transformer 6wks ago, or should we report to you that you took transformer? What is it to be reported , muache ujinga bana,",Jul 18,10,1,1,,
Kelvin Mwaura,@KelvinM151,"@KenyaPower_Care @KenyaPower Mains power off, reference no. 11562962,  from 0338pm yesterday,  the 2nd  transformer from Ng'undu primary school. Near Emmanuel church. Affecting a few consumers only.Not restored. Eng.Kindly assist.",Jul 18,,,1,,
TheMajani,@ChasiaMJ,"10mins ago been told it's restored, This is a too freuent problem and always solved by replacing a fuse at te Transformer. Can this problem be properly diagonized and resolved?",Jul 18,,,,,
Teresa Maina,@TeraMain52750,"@KenyaPower_Care  Mains power off, reference no. 11562962,  from 0338pm yesterday,  the 2nd  transformer from Ng'undu primary school. Near Emmanuel church. Affecting a few consumers only.Not restored.Kindly assist.",Jul 18,,,,,
Jeremy,@JermaineJeremie,kplc ukunda office is messing up the people of kwale town. Mbona tulale kwa giza ndio fuse from the transformer ndio ikue changed?? Why? Kitu haimalizi hata 10 minutes kutoa na kurudisha. Why should things be this way,Jul 18,,,,,
Thierry Burayo,@TBurayo40345,Kplc please employ us we know how to repair transfomers,Jul 17,,,,,
Samwel..,@SRatemo,36470656 no power en now the transformer fell down...help coz its danger looming 2nd week running,Jul 17,,,1,,
Calvin Smawl,@calvin_smawl,"@KenyaPower_Care Hello. The residents of Ekona centre, Etago Sub County, Kisii County have been without electricity for two weeks now. The transformer exploded a fortnight ago. Due to this, resetting and updating the token metres has been a problem. Please act fast and help. Thnx",Jul 17,,,,,
Calvin Smawl,@calvin_smawl,"@KenyaPower_Care Hello. The residents of Ekona centre, Etago Sub County, Kisii County have been without electricity for two weeks now. The transformer exploded a fortnight ago. Due to this, resetting and updating the token metres has been a problem. Please act fast and help. Thnx",Jul 17,1,,,,
Geofrey. G. G,@GeofreyG2,Please remember we can only update meters if we have power . Unfortunately parts of Theta ward in Juja have been without power for a very long time . To make it worse another transformer in a nearby area  blew on Saturday .Ruiru office is not helping in any way . Viva,Jul 17,,,,,
Calvin Smawl,@calvin_smawl,"@KenyaPower_Care Hello. The residents of Ekona centre, Etago Sub County, Kisii County have been without electricity for two weeks now. The transformer exploded a fortnight ago. Due to this, resetting and updating the token metres has been a problem. Please act fast and help. Thnx",Jul 17,,,,,
Calvin Smawl,@calvin_smawl,"@KenyaPower_Care Hello. The residents of Ekona centre, Etago Sub County, Kisii County have been without electricity for two weeks now. The transformer exploded a fortnight ago. Due to this, resetting and updating the token metres has been a problem. Please act fast and help. Thnx",Jul 17,1,,,,
Geofrey. G. G,@GeofreyG2,Please remember we can only update meters if we have power . Unfortunately parts of Theta ward in Juja have been without power for a very long time . To make it worse another transformer in a nearby area  blew on Saturday .Ruiru office is not helping in any way . Viva,Jul 17,,,,,
LABOUR INNOCENT,@InnocentLa64785,"Omoche Area, Homabay County
There is electricity shortage due to defect in the transformer, we are kindly requesting you to be of assistance to us since lots of people are disadvantaged, schools and hospitals within are experiencing a lot of challenges, please therefore come",Jul 17,,,1,,
Teresa,@Teresamaina93,"@KenyaPower_Care Mains power off, reference no. 11562962,  from 0338pm this afternoon,  the 2nd  transformer from Ng'undu primary school. Near Emmanuel church. Affecting a few consumers only.Kindly assist.",Jul 17,,,1,,
Everlyne Grad,@GradEverly36012,"@KenyaPower_Care  The transformer at  Siwar Primary school blew in April but you have never bothered to replace. 
Remember there are people  whose livelihood depends on power,  welders,  kinyozi people,  not to mention the secondary school there plus homes around. UGENYA",Jul 17,,,2,,
DAMORKENYA,@dalmaswafula6,Kimbo matangi no power 7days now transformers removed,Jul 17,,,2,,
Irene Hinga,@selianirene,"@KenyaPower_Care We have had no power since 10th July. Apparently, the reasons are attributed to illegal connections on the transformer that serves my area. Why should I be punished because of something that has nothing to do with me?Urgently sort it out. Meter no.14170084686",Jul 17,,,,,
William Esikhaty,@esikhaty,"@KenyaPower_Care Ongata Rongai office attribute the power outage to the earthquake, yet this  perennial problem, common sense says, is caused by overloading. Especially the transformer at Helena Estate, to be precise! Do the necessary.",Jul 17,2,2,3,,
Achapa Cornelius,@AchapaCornelius,@KenyaPower_Care  how do you expect some of us to update our meters when we're in darkness? Your officers dismantled and carried away transformers without explaining to us the reason. Most parts of HURUMA in Mathare constituency are in darkness for the last one month.,Jul 17,,,1,,
Kainga Chokera,@KaingaC,@KenyaPower_Care we've also had the same problem. An outage the last 4 days and it's at the transformer,Jul 17,,,,,
Riunge,@ARiunge,@KenyaPower_Care Account 41664348 no power since Friday as the transformer is shot on the yellow place. Reported to Ukunda office and followed up but no assistance received till now,Jul 17,,,2,,
victor onyango,@victoro91477971,"I shared with you the account no. 3082245 Wilson kimani irungu. Your people came to the ground and said the transformer needs to be changed so, kindly check with your team on the report they submitted",Jul 17,,,2,,
Nyambura Beatrice,@beatricekuhutha,"@KenyaPower_Care Power has not been restorer
We have food in the fridge and freezer it will go bad
We need to pump water 
The same way you removed fuses from the transformer come back and return them 
We are making losses in our businesses",Jul 17,,,,,
Nyambura Beatrice,@beatricekuhutha,"@KenyaPower_Care there is a power blackout in umoja 2 estate along moi drive
A kplc truck came on Monday the staff with kplc overalls went to the transformer removed fuse we don't have power
I reported on Monday power was restored
I reported here last night after the power black",Jul 17,,,,,
Samwel..,@SRatemo,@KenyaPower_Care another day 36470656 no power en now the transformer fell down...help coz its danger looming...,Jul 17,1,,1,,
Godfrey Okello,@gokello2011,"KPLC, what are you maintaining? from May 20th to date, we have no power due to a faulty transformer in Sega? Do you really care? Do you listen?",Jul 17,,,2,,
citizens' Observer,@gilbertkemo,@KenyaPower_Care for two days there is not power in village in kitale. I am told the transformer in langas has issues.,Jul 17,,,,,
Obie,@jobguto,Hello. My metre no is 14286377610. There is no power at my place since yesterday at 7pm. All the 3 lines at my place have no power. The issue is from the transformer and needs to be sorted asap. Please look into this.,Jul 17,,,,,
"SURVIVOR OF POLICE BRUTALITY, HSC",@HOPEKINSG,"@StateHouseKenya @KenyaPower_Care @KenGenKenya  For the 3rd week, I still don't have power. Transformer was taken by the KPLC staffs to-date nothing has been done. Umoja III Amani Court meter no. 37180850655",Jul 17,,,,,
ejk,@ejkamau,"@KenyaPower_Care ref 11528171, 11535353 Kenya Power Care ref 11528171 , 11535353 a whole week has passed since you took the transformer, plunging us into darkness with no communication from your team of when our power will be restored or an alternative is given. @Cofek_Africa",Jul 16,1,1,1,,
Ja Adwen,@jadwen_kenya,There has been no power for two months since the transformer around Orero SDA in RANGWE Sub county failed. Treat it as urgent and respond.,Jul 16,,,1,,
jeffrey omwange,@JeffreyOmw60551,"This are my frustration regarding the ongoing issue with the transformer. Since November 2023, we have been repeatedly told that the matter is under review. This prolonged inaction is unacceptable and indicative of total impunity on KPLC's part. Ref 10857382 account 36438533.",Jul 16,,,1,,
