Post,Vader_sentiment_label,Post Link
theres trend gaining traction ke someone connections builds residential house quickly leases government entities etc nondescript locations finding difficult,positive,
could issue meru kenyapower officialsin place called munandene metres giakiit issue connections yet delayed weeks nowour business someone kindly help us,positive,
nayo wanasema meters hakuna new connections since last year hii nchi inachosha,neutral,
guys literally making job customers job work bado sisi ndio tutachunga watu wasimake illegal connections case example mtaa lights past three days kplc guys came took transformer overload,negative,
way give exaggerated quotations new power connections,negative,
ref hours later still power people making illegal connections loading transformer particular way wish us report incident coz ni kama hamskii,negative,
really illegal connections high voltage cables,negative,
real way bring cost electricity legalizing illegal connections lazyness inside acs cant allow think straight,negative,
work requires bigger team qualified technicians inspect right transformer evaluate possibility overload shed load step supply inspect illegal connections tired frustrated,negative,
power restored afraid may last long wish team would carry thorough inspection upgrade transformer phases replace messy naked wires behind migosi police post weed illegal connections,negative,
power one staff came failed detect problem expert behind migosi police post place transformer removed mesh many cables hanging loosely maybe illegal connections slum next,negative,
good evening power meter faulty changed today ac kiembeni blue estate causing irregular supply going please rectify loose connections looks like something loose,positive,
becoming much kindly let us know illegal connections hapa kitale power kindly help,positive,
account power connection weeks transformer exploded please fixed,positive,
households set benefit electricity connection japanese international cooperation agency jica allocated grant worth ksh billion utility provider kplc completion phase v last mile connectivity,positive,
question ward village kisumu south west qualify last mile connections since launch area never benefited regions kenya help know go,positive,
ndugu mutoro pays monthly bills connection,neutral,
someone selling information fraudsters use con people like apply electricity called severally asked send money connection please help,positive,
please come rescue illegal connections keeping us darkness days buruburu phase tamarisk crescent next nairobi river primary sos childrens village daily complaints falling deaf ears please help us,positive,
rate tokens get depleted alarming could please investigate confirm meter functioning correctly connection inadvertently linked another household meter number,positive,
justify whole years delay connecting client whos dully applied paid power connection reference noe deliberate delay tactic tala office solicit bribes,negative,
need r connection account lights whole day,neutral,
guys needs competitor awape pressurecome check last miles connections siaya,neutral,
hellomy token metre displaying failed connection even try recharge token fails,negative,
pity demonstrators get connection blocking road kplc nonsense highest order must style shape dont uproot power posts region lot nonsense country,negative,
say bribes delay power connections,negative,
owns kplc rate incidences poor quality believe industry privatized competition set fair connection throughout nation cheaper price,negative,
talking gilberish kplc failed job like national government correcting parastatals first step demanding electricity paid connection cant lead anarchy kplc send technicians correct fault,negative,
hi token giving error connection failed cant even load anything im running tokens meter,negative,
since bro taveta town town never connection electricityhow charge ksh dropto date ako kwa giza tuyour day coming,neutral,
explanation offer frustrated httpclientnew connections taken one year since customer paid,negative,
